,INSPECTION_STATUS,VIOLATION_CODE,VIOLATION_STATUS,INSPECTION_CATEGORY,PROPERTY_GROUP,LONGITUDE,LATITUDE,DEPARTMENT_BUREAU
39610,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.65056623,41.77405953,DEMOLITION
12582,FAILED,CN073054,OPEN,COMPLAINT,small,-87.7275801,41.95744526,CONSERVATION
59144,FAILED,CN078014,OPEN,PERIODIC,small,-87.70420533,41.81767999,SPECIAL INSPECTION PROGRAM
31260,FAILED,PL154017,OPEN,COMPLAINT,small,-87.65087056,41.78571934,CONSERVATION
1036,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.60649267,41.75904879,DEMOLITION
71668,CLOSED,CN074014,COMPLIED,COMPLAINT,small,-87.73117833,41.89587797,CONSERVATION
59071,FAILED,CN070034,OPEN,COMPLAINT,small,-87.66716395,42.02101631,CONSERVATION
21943,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.66559674,41.88572622,DEMOLITION
67322,FAILED,CN062024,OPEN,COMPLAINT,small,-87.74492759,41.87525185,CONSERVATION
32540,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.63103158,41.69260073,DEMOLITION
17089,FAILED,CN061014,OPEN,COMPLAINT,small,-87.59469762,41.72442648,CONSERVATION
36718,FAILED,CN106015,OPEN,PERIODIC,small,-87.62421696,41.80571322,SPECIAL INSPECTION PROGRAM
83300,FAILED,CN104035,COMPLIED,COMPLAINT,small,-87.66962717,41.79532065,CONSERVATION
27912,FAILED,CN106015,OPEN,PERIODIC,small,-87.57526558,41.76779933,CONSERVATION
8579,FAILED,CN190019,OPEN,COMPLAINT,small,-87.68935483,41.97941409,CONSERVATION
56818,FAILED,CN061014,OPEN,COMPLAINT,small,-87.61372316,41.804844,CONSERVATION
73575,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.62382772,41.68061473,DEMOLITION
64577,FAILED,CN070024,OPEN,COMPLAINT,small,-87.55710476,41.73682255,CONSERVATION
12039,FAILED,CN197079,OPEN,COMPLAINT,small,-87.70911941,41.89469782,CONSERVATION
80210,PASSED,EV1110,COMPLIED,PERMIT,small,-87.65537018,41.99432936,ELEVATOR
26028,FAILED,EV1110,OPEN,PERMIT,small,-87.6568176,41.94889449,ELEVATOR
79632,FAILED,CN133016,OPEN,COMPLAINT,small,-87.62407121,41.6881411,CONSERVATION
22801,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.66879282,41.78658342,DEMOLITION
39847,FAILED,NC2022,OPEN,COMPLAINT,small,-87.67262943,41.68858264,NEW CONSTRUCTION
7704,FAILED,CN076024,OPEN,COMPLAINT,small,-87.55866819,41.75574811,CONSERVATION
11210,FAILED,EV1210,OPEN,COMPLAINT,small,-87.63939254,41.86888416,ELEVATOR
44305,FAILED,CN190019,OPEN,COMPLAINT,small,-87.62427447,41.7469295,CONSERVATION
62178,FAILED,CN070024,OPEN,COMPLAINT,small,-87.55134024,41.74775259,CONSERVATION
16192,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.72226065,41.89551225,DEMOLITION
332,FAILED,CN196029,OPEN,COMPLAINT,large,-87.71514029,41.9834724,CONSERVATION
55173,FAILED,CN063014,OPEN,COMPLAINT,small,-87.61873922,41.76998825,CONSERVATION
33285,FAILED,EL0086,OPEN,COMPLAINT,small,-87.60410615,41.77486929,ELECTRICAL
16147,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.61920664,41.75640038,DEMOLITION
84567,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.65303389,41.77550425,DEMOLITION
50884,PASSED,EV1111,COMPLIED,PERMIT,small,-87.78537115,41.91609474,ELEVATOR
74150,FAILED,EV1110,OPEN,PERMIT,small,-87.62859787,41.90586939,ELEVATOR
59787,FAILED,CN190029,OPEN,PERIODIC,small,-87.70449089,41.96312489,CONSERVATION
4444,FAILED,VT3010,OPEN,PERMIT,small,-87.67695968,41.93110406,VENTILATION
37594,FAILED,NC2021,OPEN,COMPLAINT,small,-87.74815239,41.88855544,CONSERVATION
51819,FAILED,CN070014,OPEN,COMPLAINT,small,-87.70775135,41.93808376,CONSERVATION
49820,FAILED,CN190019,OPEN,PERIODIC,small,-87.63684901,41.91227096,CONSERVATION
81847,FAILED,CN198019,OPEN,PERIODIC,small,-87.62214304,41.78785189,CONSERVATION
33735,FAILED,CN073054,OPEN,COMPLAINT,small,-87.58989614,41.75862296,CONSERVATION
40767,FAILED,CN194029,OPEN,PERIODIC,small,-87.61573253,41.77853022,CONSERVATION
30591,FAILED,CN074014,OPEN,COMPLAINT,small,-87.74646015,41.87937667,CONSERVATION
38735,FAILED,CN138106,OPEN,COMPLAINT,small,-87.64331601,41.76531117,CONSERVATION
65455,FAILED,CN190019,OPEN,COMPLAINT,small,-87.61676822,41.67945035,CONSERVATION
79793,PASSED,CN062024,COMPLIED,COMPLAINT,small,-87.73229832,41.77865602,CONSERVATION
36939,FAILED,EV1110,COMPLIED,PERMIT,small,-87.63580748,41.879472799999995,ELEVATOR
56805,FAILED,CN135016,OPEN,PERIODIC,small,-87.61547441,41.80290962,CONSERVATION
55953,FAILED,CN198019,OPEN,COMPLAINT,small,-87.61867025,41.69455821,CONSERVATION
69478,FAILED,CN067024,COMPLIED,COMPLAINT,small,-87.73858182,41.77184083,CONSERVATION
3361,FAILED,CN079014,OPEN,COMPLAINT,small,-87.68864355,41.81030256,CONSERVATION
32759,FAILED,CN197019,OPEN,COMPLAINT,small,-87.72251567,41.90620467,CONSERVATION
3596,FAILED,CN138056,OPEN,COMPLAINT,small,-87.67193005,41.99097774,CONSERVATION
2747,FAILED,CN131016,OPEN,COMPLAINT,small,-87.72564242,41.86718613,CONSERVATION
19027,FAILED,EL0096,OPEN,COMPLAINT,small,-87.59986113,41.75145245,SIGNS
11859,FAILED,CN077044,OPEN,COMPLAINT,small,-87.55100013,41.7549126,CONSERVATION
78464,FAILED,CN107035,OPEN,COMPLAINT,small,-87.70857709,41.96711477,SPECIAL INSPECTION PROGRAM
35933,FAILED,CN063024,OPEN,COMPLAINT,small,-87.55401715,41.73595615,SPECIAL TASK FORCE
45462,FAILED,NC2011,OPEN,COMPLAINT,small,-87.79557782,41.92971578,CONSERVATION
30626,PASSED,CN063014,COMPLIED,COMPLAINT,small,-87.74039946,41.80158116,CONSERVATION
61830,FAILED,EV1110,OPEN,PERMIT,small,-87.65066879999999,41.91468751,ELEVATOR
76464,FAILED,CN073014,OPEN,COMPLAINT,small,-87.72768107,41.91866391,CONSERVATION
45403,FAILED,PL171027,OPEN,COMPLAINT,small,-87.72831805,41.88080333,SPECIAL TASK FORCE
32763,FAILED,CN070014,OPEN,COMPLAINT,small,-87.72251567,41.90620467,CONSERVATION
50177,FAILED,CN190019,OPEN,COMPLAINT,small,-87.65588408,41.93977374,CONSERVATION
3905,FAILED,PL151137,OPEN,PERMIT,small,-87.61203719,41.81047,PLUMBING
77162,FAILED,CN074024,OPEN,PERIODIC,small,-87.61236377,41.80245419,CONSERVATION
20440,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.68195445,41.76052411,DEMOLITION
52809,FAILED,CN131016,OPEN,COMPLAINT,small,-87.62527664,41.67848060000001,CONSERVATION
6029,FAILED,CN194029,OPEN,COMPLAINT,small,-87.69512059,42.01025861,CONSERVATION
25333,FAILED,CN190019,OPEN,PERIODIC,small,-87.65173436,41.946735600000004,CONSERVATION
68169,FAILED,CN107035,OPEN,PERIODIC,small,-87.62374304,41.856055,CONSERVATION
54927,FAILED,CN104015,OPEN,COMPLAINT,small,-87.69475240000001,41.86525118,SPECIAL TASK FORCE
9307,FAILED,CN104015,OPEN,COMPLAINT,small,-87.64222847,41.68297347,CONSERVATION
30094,FAILED,CN190019,OPEN,PERIODIC,small,-87.62080347,41.79877885,CONSERVATION
20196,FAILED,PL157047,OPEN,COMPLAINT,small,-87.70882725,41.91899385,CONSERVATION
72093,FAILED,CN076044,OPEN,COMPLAINT,small,-87.73707125,41.85986471,SPECIAL TASK FORCE
52971,FAILED,PL159027,OPEN,COMPLAINT,small,-87.73494198,41.87976047,PLUMBING
19644,FAILED,VT1010,OPEN,PERMIT,small,-87.74889778,41.95350934,VENTILATION
64942,FAILED,CN190019,OPEN,COMPLAINT,small,-87.72494955,41.91547363,CONSERVATION
69792,FAILED,CN065034,OPEN,COMPLAINT,small,-87.74811979,41.93800927,CONSERVATION
39667,FAILED,CN104025,OPEN,COMPLAINT,small,-87.57374432,41.76748808,CONSERVATION
80511,FAILED,PL160017,OPEN,COMPLAINT,small,-87.54587363,41.732883,CONSERVATION
9663,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.63405197,41.69151763,DEMOLITION
49988,FAILED,CN196029,OPEN,COMPLAINT,small,-87.66597523,41.79506505,CONSERVATION
16876,FAILED,VT1010,OPEN,PERMIT,small,-87.64660719,41.87911724,VENTILATION
24564,PASSED,VT1010,COMPLIED,PERMIT,small,-87.71496866,41.90649982,VENTILATION
70448,FAILED,CN074024,OPEN,PERIODIC,small,-87.68385597,41.91774454,CONSERVATION
66904,FAILED,CN073014,OPEN,COMPLAINT,small,-87.62703121,41.78637918,CONSERVATION
60264,FAILED,CN196029,OPEN,COMPLAINT,small,-87.76296365,41.91252048,CONSERVATION
55484,FAILED,EV1111,OPEN,PERIODIC,small,-87.66580477,42.01289946,ELEVATOR
53873,FAILED,CN140016,OPEN,COMPLAINT,small,-87.65348982,41.79320927,CONSERVATION
34251,FAILED,EL0027,OPEN,COMPLAINT,small,-87.60122293,41.74490055,ELECTRICAL
78301,FAILED,CN067014,OPEN,PERIODIC,small,-87.62283717,41.81481842,SPECIAL INSPECTION PROGRAM
68770,FAILED,CN061004,OPEN,COMPLAINT,small,-87.64448217,41.820614299999995,CONSERVATION
72822,CLOSED,CN061014,COMPLIED,COMPLAINT,small,-87.6109553,41.77112338,CONSERVATION
25740,FAILED,EV1111,OPEN,PERIODIC,small,-87.66037209999999,41.98870268,ELEVATOR
83118,FAILED,CN190019,OPEN,PERIODIC,small,-87.64759639,41.88487323,CONSERVATION
18367,FAILED,CN196019,OPEN,PERIODIC,small,-87.76582516,41.94577862,CONSERVATION
25773,FAILED,EL0096,OPEN,COMPLAINT,small,-87.71669383,41.92449721,SIGNS
80213,FAILED,EV1110,OPEN,PERMIT,small,-87.62910562,41.87647043,ELEVATOR
73877,CLOSED,CN193039,COMPLIED,COMPLAINT,small,-87.71619341,41.89629078,DEMOLITION
23988,FAILED,CN136016,OPEN,COMPLAINT,small,-87.53783853,41.71361267,SPECIAL TASK FORCE
43910,FAILED,CN077014,OPEN,COMPLAINT,small,-87.62641184,41.67704174,CONSERVATION
28989,FAILED,CN062034,OPEN,COMPLAINT,small,-87.63005473,41.76736054,CONSERVATION
43522,FAILED,CN196029,OPEN,COMPLAINT,small,-87.69281438,41.76211807,CONSERVATION
47592,FAILED,CN070024,OPEN,COMPLAINT,small,-87.71725922,41.83996254,CONSERVATION
42950,FAILED,CN063014,OPEN,PERIODIC,small,-87.67858486,41.91095697,CONSERVATION
33877,FAILED,CN190029,OPEN,COMPLAINT,small,-87.77522782,41.91379312,CONSERVATION
62781,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.66197415,41.78100905,DEMOLITION
81619,FAILED,CN131026,OPEN,COMPLAINT,small,-87.6992615,41.85265624,CONSERVATION
51579,PASSED,EL0085,COMPLIED,PERMIT,small,-87.77942542,41.79287563,ELECTRICAL
57231,FAILED,NC2022,OPEN,COMPLAINT,small,-87.70308541,41.92486513,NEW CONSTRUCTION
44637,FAILED,NC2022,OPEN,COMPLAINT,small,-87.72998938,41.89751321,NEW CONSTRUCTION
13541,PASSED,CN190019,COMPLIED,COMPLAINT,small,-87.65789987,41.98465778,CONSERVATION
64830,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.60661858,41.70296194,DEMOLITION
26890,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.72896665,41.86557208,DEMOLITION
76343,FAILED,NC2011,OPEN,COMPLAINT,small,-87.778752,41.91015617,NEW CONSTRUCTION
69679,FAILED,CN190019,OPEN,COMPLAINT,small,-87.64778646,41.79557502,CONSERVATION
13061,FAILED,CN197019,OPEN,COMPLAINT,small,-87.68257438,41.70081983,CONSERVATION
71434,FAILED,CN077014,OPEN,COMPLAINT,small,-87.72428876,41.96944837,CONSERVATION
53641,FAILED,CN102015,OPEN,COMPLAINT,small,-87.76457553,41.79258336,CONSERVATION
45252,FAILED,CN132046,OPEN,COMPLAINT,small,-87.75230461,41.91035196,CONSERVATION
82468,FAILED,CN190019,OPEN,COMPLAINT,small,-87.61319754,41.74174722,CONSERVATION
27446,FAILED,CN104035,OPEN,COMPLAINT,small,-87.70429416,41.9959004,SPECIAL TASK FORCE
65216,FAILED,CN190029,OPEN,PERIODIC,small,-87.66774687,42.0087862,CONSERVATION
41856,FAILED,CN069014,OPEN,COMPLAINT,small,-87.70896126,41.84851773,CONSERVATION
11176,FAILED,CN070014,OPEN,COMPLAINT,small,-87.53634116,41.71154307,CONSERVATION
34001,FAILED,VT8020,OPEN,COMPLAINT,small,-87.62030815,41.70565792,VENTILATION
66728,FAILED,CN197019,OPEN,COMPLAINT,small,-87.69825385,41.91334727,CONSERVATION
47155,FAILED,CN190019,OPEN,COMPLAINT,large,-87.75255437,41.91109556,CONSERVATION
35335,FAILED,CN198019,OPEN,PERIODIC,small,-87.68306764,42.01659442,CONSERVATION
1993,FAILED,CN079024,OPEN,COMPLAINT,small,-87.69285128,41.76337582,CONSERVATION
84482,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.55909298,41.75111634,DEMOLITION
64123,FAILED,EL0008,OPEN,COMPLAINT,small,-87.64152265,41.75331375,SPECIAL TASK FORCE
63817,PASSED,PL151137,OPEN,PERMIT,small,-87.61839136,41.72827292,PLUMBING
12175,PASSED,BR1001,COMPLIED,PERIODIC,small,-87.62535934,41.90009663,BOILER
51038,FAILED,NC2071,OPEN,COMPLAINT,small,-87.53301594,41.71685296,CONSERVATION
83087,FAILED,CN070014,OPEN,PERIODIC,small,-87.65659389,41.85862477,CONSERVATION
75490,FAILED,CEL308,OPEN,COMPLAINT,small,-87.66746876,41.897164399999994,CONSTRUCTION EQUIPMENT
73898,FAILED,CN133016,OPEN,COMPLAINT,small,-87.69931812,41.89915299,CONSERVATION
83009,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.83429374,41.94917008,DEMOLITION
76381,FAILED,NC9012,OPEN,PERIODIC,small,-87.66068096,42.00389026,CONSERVATION
15951,FAILED,CN190019,OPEN,COMPLAINT,small,-87.718979,41.89785703,CONSERVATION
48640,FAILED,NC2011,OPEN,COMPLAINT,small,-87.6488023,41.83593012,NEW CONSTRUCTION
66494,FAILED,CN062024,OPEN,COMPLAINT,small,-87.70021451,41.80974161,CONSERVATION
25309,FAILED,CN070014,OPEN,COMPLAINT,small,-87.74732441,41.93345608,CONSERVATION
69831,FAILED,CN138106,OPEN,PERIODIC,small,-87.62569772,41.85512043,CONSERVATION
8884,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.66859508,41.98704398,DEMOLITION
41459,FAILED,PL194029,OPEN,COMPLAINT,small,-87.62138508,41.80213054,SPECIAL TASK FORCE
59178,FAILED,EL0066,OPEN,COMPLAINT,small,-87.70688981,41.77902177,SPECIAL TASK FORCE
12828,FAILED,CN138106,OPEN,COMPLAINT,small,-87.69805129,41.80926673,CONSERVATION
34380,FAILED,CN070024,OPEN,COMPLAINT,small,-87.71880894,41.85173189,CONSERVATION
37892,FAILED,CN061014,OPEN,PERIODIC,small,-87.65668828,41.99078083,CONSERVATION
33567,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.64396996,41.67093533,DEMOLITION
3639,FAILED,VT1010,OPEN,PERMIT,small,-87.61211198,41.77788811,VENTILATION
25475,FAILED,CN039013,OPEN,PERIODIC,small,-87.74312825,41.811989600000004,SPECIAL INSPECTION PROGRAM
5731,FAILED,VT1010,OPEN,PERMIT,small,-87.69009031,41.96258377,VENTILATION
38186,FAILED,PL151137,OPEN,PERMIT,small,-87.73641225,41.7810929,PLUMBING
36542,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.65565168,41.73689576,DEMOLITION
13848,FAILED,NC2022,OPEN,COMPLAINT,small,-87.65702401,41.78893429,NEW CONSTRUCTION
19940,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.68768336,41.79850004,DEMOLITION
41829,FAILED,CN065024,OPEN,COMPLAINT,small,-87.75496155,41.87405323,CONSERVATION
31592,FAILED,CN065014,OPEN,PERIODIC,small,-87.61931084,41.79240066,CONSERVATION
81038,FAILED,EV1110,COMPLIED,PERMIT,small,-87.67889489,41.9258862,ELEVATOR
42824,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.75163536,41.89089388,DEMOLITION
84255,FAILED,CN190019,OPEN,COMPLAINT,small,-87.56439362,41.76579214,CONSERVATION
28525,FAILED,CN073014,OPEN,PERIODIC,small,-87.71770633,41.91899258,CONSERVATION
4298,FAILED,CN190019,OPEN,COMPLAINT,small,-87.66685482,41.89505292,CONSERVATION
17515,FAILED,NC8012,OPEN,COMPLAINT,small,-87.56589644,41.73866104,CONSERVATION
24945,FAILED,VT1010,OPEN,PERMIT,small,-87.66003975,41.7213558,VENTILATION
72629,FAILED,CN196029,OPEN,PERIODIC,small,-87.656224,41.91817421,CONSERVATION
12841,FAILED,CN190019,OPEN,COMPLAINT,small,-87.69186272,41.77282818,CONSERVATION
81506,FAILED,CN015062,OPEN,PERIODIC,small,-87.58503251,41.80177727,CONSERVATION
25320,FAILED,NC2011,OPEN,PERIODIC,small,-87.65547814,41.95012172,CONSERVATION
29970,FAILED,CN197087,OPEN,PERIODIC,small,-87.62034624,41.89848353,CONSERVATION
19837,FAILED,CN061014,OPEN,COMPLAINT,small,-87.61147055,41.75234403,CONSERVATION
62415,FAILED,VT1010,OPEN,PERMIT,small,-87.66995516,41.80778632,VENTILATION
13599,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.54366246,41.64919605,DEMOLITION
60513,FAILED,PL151137,OPEN,PERMIT,small,-87.72868141,41.85446366,WATER
43332,PASSED,BR1001,COMPLIED,PERIODIC,small,-87.75146694,41.7972838,BOILER
48361,FAILED,CN138106,OPEN,PERIODIC,small,-87.7557962,41.92422291,CONSERVATION
69613,FAILED,CN138106,OPEN,COMPLAINT,small,-87.64794041,41.76637011,CONSERVATION
40201,FAILED,CN067024,OPEN,COMPLAINT,small,-87.64660807,41.7619571,CONSERVATION
68975,FAILED,EL0096,OPEN,COMPLAINT,small,-87.70859973,41.96767996,SIGNS
15617,FAILED,CN070014,OPEN,COMPLAINT,small,-87.65828553,41.98760482,CONSERVATION
10832,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.67242468,41.76331431,DEMOLITION
2289,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.66655029,41.93830862,DEMOLITION
46433,FAILED,CN196029,OPEN,COMPLAINT,small,-87.59613781,41.78402281,CONSERVATION
84324,FAILED,CN196029,OPEN,COMPLAINT,small,-87.56439362,41.76579214,CONSERVATION
11461,FAILED,CN070034,OPEN,COMPLAINT,small,-87.68795262,41.74466655,CONSERVATION
46865,FAILED,PL154027,OPEN,COMPLAINT,small,-87.71659076,41.85961588,SPECIAL TASK FORCE
58672,FAILED,CN066034,OPEN,COMPLAINT,small,-87.64822497,41.73168588,CONSERVATION
60492,PASSED,CN198019,COMPLIED,COMPLAINT,small,-87.7130213,41.87217546,CONSERVATION
84093,FAILED,CN073014,OPEN,COMPLAINT,small,-87.68646128,41.78780575,CONSERVATION
12426,FAILED,CN190019,OPEN,COMPLAINT,small,-87.71242396,41.91926888,CONSERVATION
83416,FAILED,PL151137,OPEN,PERMIT,small,-87.625801,41.69833661,PLUMBING
13963,FAILED,NC2011,OPEN,COMPLAINT,small,-87.71894824,41.85560093,CONSERVATION
77972,FAILED,EL0085,OPEN,PERMIT,small,-87.69273769,41.93739495,ELECTRICAL
5206,FAILED,EL0029,OPEN,COMPLAINT,small,-87.56059978,41.75532249,ELECTRICAL
37553,FAILED,CN138056,OPEN,COMPLAINT,small,-87.72522414,41.87159341,CONSERVATION
84194,FAILED,CN074024,OPEN,COMPLAINT,small,-87.6825588,41.92319711,CONSERVATION
2889,PASSED,PL171027,COMPLIED,COMPLAINT,small,-87.58052689,41.74185782,PLUMBING
20598,FAILED,EV1110,OPEN,PERIODIC,small,-87.68576213,41.90677846,ELEVATOR
31430,FAILED,CN061014,OPEN,COMPLAINT,small,-87.54577268,41.65256688,CONSERVATION
29332,FAILED,CN062024,OPEN,COMPLAINT,small,-87.75783732,41.88520517,CONSERVATION
29754,FAILED,EV1110,OPEN,PERIODIC,small,-87.74578354,41.90056363,ELEVATOR
18292,FAILED,VT1010,OPEN,PERMIT,small,-87.67699761,41.90703798,VENTILATION
68101,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.62557971,41.68262029,DEMOLITION
4510,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.66850492,41.79869064,DEMOLITION
13029,FAILED,CN138086,OPEN,COMPLAINT,small,-87.72264937,41.93378161,CONSERVATION
29645,FAILED,PL168017,OPEN,COMPLAINT,small,-87.76122862,41.885880799999995,PLUMBING
66194,FAILED,CN073044,OPEN,COMPLAINT,small,-87.75359992,41.96167025,CONSERVATION
80792,FAILED,CN103015,OPEN,COMPLAINT,small,-87.62473434,41.76426518,SPECIAL TASK FORCE
71808,FAILED,CN070014,OPEN,COMPLAINT,small,-87.70712401,41.70131175,CONSERVATION
25710,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.69702511,41.88209636,DEMOLITION
26579,FAILED,CN015012,OPEN,COMPLAINT,small,-87.68850144,41.79002963,CONSERVATION
76466,FAILED,NC3042,OPEN,COMPLAINT,small,-87.72768107,41.91866391,CONSERVATION
25571,FAILED,NC2021,OPEN,COMPLAINT,small,-87.77316435,41.86869852,CONSERVATION
50938,FAILED,CN190019,OPEN,COMPLAINT,small,-87.62039772,41.77074543,CONSERVATION
44037,FAILED,EL0024,OPEN,COMPLAINT,small,-87.69366142,41.96891958,SPECIAL TASK FORCE
42480,FAILED,CN065014,OPEN,COMPLAINT,small,-87.64446307,41.77296603,CONSERVATION
69907,FAILED,CN061014,OPEN,COMPLAINT,small,-87.62003476,41.76811453,CONSERVATION
454,FAILED,CN015062,OPEN,PERIODIC,small,-87.61692837,41.81626111,CONSERVATION
9732,PASSED,PL151137,OPEN,PERMIT,small,-87.76853444,41.88029709,PLUMBING
7959,FAILED,CN197019,OPEN,COMPLAINT,small,-87.72352914,41.87700349,CONSERVATION
37442,FAILED,CN198019,OPEN,PERIODIC,small,-87.66088516,41.99465805,CONSERVATION
1969,FAILED,NC2011,OPEN,COMPLAINT,small,-87.6648343,41.86939894,SPECIAL INSPECTION PROGRAM
30128,FAILED,CN063014,OPEN,COMPLAINT,small,-87.59588099,41.7615048,CONSERVATION
68418,FAILED,CN190019,OPEN,COMPLAINT,small,-87.6072493,41.68775056,CONSERVATION
84922,FAILED,CN015012,OPEN,COMPLAINT,small,-87.65403715,41.94240323,CONSERVATION
51551,FAILED,CN070014,OPEN,COMPLAINT,small,-87.77381366,41.8955283,CONSERVATION
34472,FAILED,CN101015,OPEN,COMPLAINT,small,-87.71659076,41.85961588,SPECIAL TASK FORCE
71068,CLOSED,CEL308,COMPLIED,COMPLAINT,small,-87.59785547,41.7561333,CONSTRUCTION EQUIPMENT
7690,FAILED,CN063024,OPEN,COMPLAINT,small,-87.67244315,41.80997987,CONSERVATION
63437,FAILED,CN131016,OPEN,COMPLAINT,small,-87.62053556,41.70318537,CONSERVATION
83956,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.71228417,41.77986044,DEMOLITION
65658,PASSED,PL151137,OPEN,PERMIT,small,-87.68048871,41.71401944,PLUMBING
81058,FAILED,EV1110,COMPLIED,PERMIT,small,-87.67889489,41.9258862,ELEVATOR
18600,FAILED,NC2022,OPEN,COMPLAINT,small,-87.71036814,41.85504378,NEW CONSTRUCTION
85042,FAILED,CN070014,OPEN,COMPLAINT,small,-87.71786417,41.96024698,CONSERVATION
65753,FAILED,CN105035,OPEN,PERIODIC,small,-87.61338442,41.78172669,CONSERVATION
81144,FAILED,CN073014,OPEN,PERIODIC,small,-87.68777826,42.0194052,CONSERVATION
2539,FAILED,CN063014,OPEN,COMPLAINT,small,-87.77685037,41.78627798,CONSERVATION
56148,FAILED,NC2011,OPEN,COMPLAINT,small,-87.67983832,41.854064,CONSERVATION
19102,FAILED,CN061014,OPEN,PERIODIC,small,-87.72847122,41.91725094,SPECIAL INSPECTION PROGRAM
80618,FAILED,EL0019,OPEN,PERIODIC,small,-87.66107422,41.84027211,CONSERVATION
69373,FAILED,CN196029,OPEN,PERIODIC,small,-87.62391987,41.85168837,CONSERVATION
68297,FAILED,NC5012,OPEN,PERIODIC,small,-87.63370961,41.88285169,CONSERVATION
70679,FAILED,CN070024,OPEN,COMPLAINT,small,-87.72320711,41.96840336,CONSERVATION
34267,FAILED,CN197089,OPEN,PERIODIC,small,-87.68438377,41.80165837,SPECIAL INSPECTION PROGRAM
33116,FAILED,CN190019,OPEN,COMPLAINT,small,-87.71929829,41.804711,CONSERVATION
28114,FAILED,CN073014,OPEN,PERIODIC,small,-87.66395145,41.85478767,CONSERVATION
41399,FAILED,PL161027,OPEN,COMPLAINT,small,-87.62138508,41.80213054,SPECIAL TASK FORCE
6718,FAILED,CN198019,OPEN,COMPLAINT,small,-87.69657485,41.77713443,CONSERVATION
55130,FAILED,CN041063,OPEN,COMPLAINT,small,-87.61419746,41.77745276,CONSERVATION
12611,FAILED,NC2022,OPEN,COMPLAINT,small,-87.73711011,41.86106553,NEW CONSTRUCTION
79894,FAILED,CN197019,OPEN,COMPLAINT,small,-87.66031248,41.77539951,CONSERVATION
30669,PASSED,EV1111,COMPLIED,PERIODIC,small,-87.67994067,41.8358925,ELEVATOR
64098,FAILED,CN194029,OPEN,PERIODIC,small,-87.74967174,41.99356092,VENTILATION
81374,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.72668208,41.87332409,DEMOLITION
26684,FAILED,CN070024,OPEN,COMPLAINT,small,-87.69618239,41.79375988,SPECIAL TASK FORCE
83448,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.66875814,41.77239462,DEMOLITION
51070,FAILED,CN065034,OPEN,COMPLAINT,small,-87.67003696,41.81080556,CONSERVATION
85058,FAILED,CN070034,OPEN,COMPLAINT,small,-87.74341208,41.91798308,CONSERVATION
60155,FAILED,CN196029,OPEN,COMPLAINT,small,-87.60534568,41.82040717,CONSERVATION
49907,PASSED,EV1110,COMPLIED,PERIODIC,small,-87.64254095,41.94677797,ELEVATOR
79610,FAILED,CN190019,OPEN,COMPLAINT,small,-87.56617563,41.75645597,CONSERVATION
77245,FAILED,CN066034,OPEN,COMPLAINT,small,-87.773436,41.92395431,CONSERVATION
15112,FAILED,CN190020,OPEN,COMPLAINT,small,-87.76768349,41.93345779,CONSERVATION
8261,FAILED,CN061014,OPEN,COMPLAINT,small,-87.73614074,41.90796359,CONSERVATION
47154,FAILED,CN015062,OPEN,COMPLAINT,large,-87.75255437,41.91109556,CONSERVATION
82757,FAILED,CN196029,OPEN,COMPLAINT,small,-87.60053965,41.77768694,SPECIAL TASK FORCE
81086,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.72125934,41.89283648,DEMOLITION
4146,FAILED,CN104015,OPEN,PERIODIC,small,-87.66470534,41.79311282,CONSERVATION
6454,FAILED,EL0100,OPEN,COMPLAINT,small,-87.68698687,41.91021499,SIGNS
54659,FAILED,CN015062,OPEN,PERIODIC,small,-87.71347544,41.95395843,CONSERVATION
