,INSPECTION_STATUS,VIOLATION_CODE,VIOLATION_STATUS,INSPECTION_CATEGORY,PROPERTY_GROUP,LONGITUDE,LATITUDE,DEPARTMENT_BUREAU
79990,FAILED,CN062024,OPEN,COMPLAINT,small,-87.54507133,41.7302576,CONSERVATION
6231,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.6517979,41.76364427,DEMOLITION
26559,FAILED,CN079014,OPEN,COMPLAINT,small,-87.70296414,41.81004665,CONSERVATION
30429,FAILED,CN073054,OPEN,COMPLAINT,small,-87.72004369,41.94079911,CONSERVATION
49802,FAILED,CN107015,OPEN,COMPLAINT,small,-87.77221349,41.88550248,CONSERVATION
16584,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.64092515,41.81298295,DEMOLITION
61602,FAILED,EL0019,OPEN,COMPLAINT,small,-87.65389179,41.79745083,SPECIAL TASK FORCE
15208,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.67031431,41.77470261,DEMOLITION
3740,FAILED,CN194019,OPEN,COMPLAINT,small,-87.68811452,41.87194132,CONSERVATION
49675,FAILED,CN063024,OPEN,COMPLAINT,small,-87.54948286,41.71791629,CONSERVATION
84607,FAILED,NC2011,OPEN,COMPLAINT,small,-87.6918162,41.81515735,NEW CONSTRUCTION
80807,FAILED,PL157047,OPEN,COMPLAINT,small,-87.62473434,41.76426518,SPECIAL TASK FORCE
51198,FAILED,CN138106,OPEN,COMPLAINT,small,-87.7163928,41.89311924,CONSERVATION
14654,FAILED,CN138106,OPEN,COMPLAINT,small,-87.72497249999999,41.8541628,CONSERVATION
50536,FAILED,PL231040,OPEN,COMPLAINT,small,-87.77339173,41.88073477,SPECIAL TASK FORCE
830,FAILED,EV1111,OPEN,PERIODIC,small,-87.73974749,41.96822423,ELEVATOR
35078,FAILED,CN190020,OPEN,PERIODIC,small,-87.71589681,41.89007563,CONSERVATION
34393,FAILED,CN104015,OPEN,COMPLAINT,small,-87.70256055,41.84864435,CONSERVATION
1435,FAILED,CN079014,OPEN,COMPLAINT,small,-87.71289165,41.92363173,CONSERVATION
14839,FAILED,CN061014,OPEN,COMPLAINT,small,-87.57113729,41.76174555,CONSERVATION
54371,FAILED,CN064014,OPEN,COMPLAINT,small,-87.57289318,41.77032884,CONSERVATION
44898,FAILED,CN104015,OPEN,PERIODIC,small,-87.5918235,41.75700363,CONSERVATION
52198,FAILED,CN061014,OPEN,COMPLAINT,small,-87.56849309,41.74432119,SPECIAL TASK FORCE
1988,FAILED,CN015012,OPEN,COMPLAINT,small,-87.66086057,41.7501324,CONSERVATION
37939,FAILED,NC2022,OPEN,COMPLAINT,small,-87.67920225,41.90587062,NEW CONSTRUCTION
41220,FAILED,CN190019,OPEN,COMPLAINT,small,-87.74381625,41.89884373,SPECIAL TASK FORCE
52159,FAILED,CN070024,OPEN,COMPLAINT,small,-87.60388249,41.75389711,CONSERVATION
51290,FAILED,CN104015,OPEN,COMPLAINT,small,-87.62204781,41.70225954,CONSERVATION
66876,FAILED,CN076044,OPEN,COMPLAINT,small,-87.64370131,41.74390606,CONSERVATION
59697,FAILED,CN077014,OPEN,COMPLAINT,small,-87.70807349,41.86011323,CONSERVATION
70767,FAILED,EV1110,COMPLIED,PERMIT,small,-87.65332116,41.87646956,ELEVATOR
44670,CLOSED,BR2052,OPEN,PERIODIC,small,-87.68581874,41.93029546,BOILER
37288,FAILED,NC3012,OPEN,COMPLAINT,small,-87.71305321,41.95396447,CONSERVATION
47718,FAILED,CN062024,OPEN,COMPLAINT,small,-87.72187702,41.90621094,CONSERVATION
37945,FAILED,CN073024,OPEN,PERIODIC,small,-87.61571455,41.77793474,CONSERVATION
21275,FAILED,CN111025,OPEN,COMPLAINT,small,-87.82013314,41.94033307,CONSERVATION
51809,FAILED,CN061014,OPEN,COMPLAINT,small,-87.69473997,41.96955068,CONSERVATION
73766,FAILED,CN133016,OPEN,COMPLAINT,small,-87.70207672,41.91222465,CONSERVATION
50956,FAILED,CN190019,OPEN,COMPLAINT,small,-87.62319726,41.81735531,CONSERVATION
71821,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.71887498,41.9107959,DEMOLITION
14381,FAILED,CN063024,OPEN,COMPLAINT,small,-87.78795496,41.78940554,CONSERVATION
29572,FAILED,CN070024,OPEN,PERIODIC,small,-87.5723345,41.76995606,CONSERVATION
2096,FAILED,CN104045,COMPLIED,COMPLAINT,small,-87.64011066,41.68053531,CONSERVATION
84088,FAILED,NC5042,OPEN,PERIODIC,small,-87.59056205,41.79855352,CONSERVATION
8934,FAILED,CN198019,OPEN,COMPLAINT,small,-87.68469369,41.90176058,CONSERVATION
72275,FAILED,CN015062,COMPLIED,PERIODIC,small,-87.66335207,41.68489909,SPECIAL INSPECTION PROGRAM
58269,FAILED,CN073044,OPEN,COMPLAINT,small,-87.72093609,41.85455766,CONSERVATION
52631,FAILED,RF302071,OPEN,PERIODIC,small,-87.70670533,41.89561531,REFRIGERATION
72720,FAILED,CN079014,OPEN,COMPLAINT,small,-87.78088565,41.96200235,CONSERVATION
5954,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.62297731,41.75704418,DEMOLITION
57884,FAILED,CN136016,OPEN,COMPLAINT,small,-87.63607806,41.67943433,CONSERVATION
50739,FAILED,CN196029,OPEN,COMPLAINT,small,-87.6037806,41.81101272,CONSERVATION
40311,FAILED,EL0091,OPEN,COMPLAINT,small,-87.73385705,41.92082979,ELECTRICAL
72096,FAILED,EL0085,OPEN,COMPLAINT,small,-87.73707125,41.85986471,SPECIAL TASK FORCE
43300,FAILED,CN079014,OPEN,COMPLAINT,small,-87.66249807,41.76648886,CONSERVATION
25004,FAILED,CN196029,OPEN,COMPLAINT,small,-87.60979057,41.78327638,SPECIAL TASK FORCE
5816,FAILED,CN070034,OPEN,COMPLAINT,small,-87.71078033,41.90473038,CONSERVATION
36382,FAILED,RF301041,OPEN,PERIODIC,small,-87.57612666,41.76490026,REFRIGERATION
33206,FAILED,RF301011,OPEN,PERIODIC,small,-87.70673163,41.92786271,REFRIGERATION
4177,FAILED,CN065014,OPEN,COMPLAINT,small,-87.70231448,41.89902735,CONSERVATION
83175,FAILED,PL171027,OPEN,COMPLAINT,small,-87.61124313,41.74011581,PLUMBING
81136,FAILED,CN065014,OPEN,PERIODIC,small,-87.68710613,41.82098917,CONSERVATION
14439,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.61852279,41.69740201,DEMOLITION
31157,FAILED,CN012022,OPEN,PERIODIC,small,-87.65118269,41.83361887,SPECIAL INSPECTION PROGRAM
72476,FAILED,CN141016,OPEN,COMPLAINT,small,-87.72741136,41.85553186,CONSERVATION
12680,PASSED,EL0084,COMPLIED,PERMIT,small,-87.77084991,41.98566202,ELECTRICAL
58274,FAILED,CN190019,OPEN,COMPLAINT,small,-87.72093609,41.85455766,CONSERVATION
60436,FAILED,CN197079,OPEN,COMPLAINT,small,-87.68281702,41.88380799,CONSERVATION
12892,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.61458923,41.78153974,DEMOLITION
30658,FAILED,VT1010,OPEN,PERMIT,small,-87.61156988,41.89209414,VENTILATION
15805,PASSED,EL0084,OPEN,PERMIT,small,-87.66277247,41.94445959,ELECTRICAL
21990,FAILED,CN196029,OPEN,COMPLAINT,small,-87.76989292,41.89094101,CONSERVATION
40152,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.62021504,41.76506796,DEMOLITION
49004,FAILED,CN131026,OPEN,COMPLAINT,small,-87.57266873,41.77300449,CONSERVATION
83539,FAILED,PL171027,OPEN,COMPLAINT,small,-87.67157692,41.82381125,PLUMBING
82666,FAILED,CN196029,OPEN,COMPLAINT,small,-87.72908144,41.83749284,CONSERVATION
76285,FAILED,CN070024,OPEN,COMPLAINT,small,-87.69218928,41.8466016,CONSERVATION
63278,FAILED,CN190019,OPEN,COMPLAINT,small,-87.69819321,41.78461819,CONSERVATION
51925,FAILED,CN138106,OPEN,COMPLAINT,small,-87.68010719,41.96155239,CONSERVATION
73199,FAILED,NC3042,OPEN,COMPLAINT,small,-87.59927461,41.778402899999996,CONSERVATION
12454,FAILED,CN196029,OPEN,COMPLAINT,small,-87.64542832,41.85612069,CONSERVATION
26172,FAILED,CN073044,OPEN,PERIODIC,small,-87.66417272,41.85452551,SPECIAL INSPECTION PROGRAM
55732,FAILED,CN063014,OPEN,PERIODIC,small,-87.65461064,41.77816238,CONSERVATION
34473,FAILED,NC2011,OPEN,COMPLAINT,small,-87.71659076,41.85961588,SPECIAL TASK FORCE
54080,PASSED,ELGB01,COMPLIED,PERMIT,small,-87.75285315,41.87929685,ELECTRICAL
72120,FAILED,CN077014,OPEN,COMPLAINT,small,-87.61460333,41.65172155,SPECIAL TASK FORCE
65258,FAILED,NC2022,OPEN,COMPLAINT,small,-87.6149029,41.805393,NEW CONSTRUCTION
22170,FAILED,CN198019,OPEN,COMPLAINT,small,-87.61798994,41.67883444,CONSERVATION
85310,FAILED,CN197087,OPEN,COMPLAINT,small,-87.71902276,41.89917309,CONSERVATION
11430,FAILED,CN104015,OPEN,COMPLAINT,small,-87.69325985,41.8864599,CONSERVATION
10836,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.67242468,41.76331431,DEMOLITION
67345,FAILED,CN061014,OPEN,COMPLAINT,small,-87.70564561,41.88200701,CONSERVATION
50474,FAILED,EL0029,OPEN,COMPLAINT,small,-87.75575243,41.90754121,CONSERVATION
42045,FAILED,CN061024,OPEN,PERIODIC,small,-87.74492759,41.87525185,CONSERVATION
47172,FAILED,CN197019,OPEN,COMPLAINT,small,-87.58937223,41.75609192,SPECIAL TASK FORCE
20163,FAILED,EV1110,COMPLIED,PERMIT,small,-87.63325509,41.88184063,ELEVATOR
21570,FAILED,VT1010,OPEN,PERMIT,small,-87.69089237,41.9495758,VENTILATION
24224,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.63697826,41.75459569,DEMOLITION
45327,FAILED,CN061014,OPEN,COMPLAINT,small,-87.60243467,41.74328543,CONSERVATION
51022,PASSED,VT1010,COMPLIED,PERMIT,small,-87.64910903,41.93962735,VENTILATION
52660,FAILED,CN077014,OPEN,COMPLAINT,small,-87.70231631,41.79795851,CONSERVATION
28391,FAILED,CN015062,OPEN,COMPLAINT,small,-87.67647132,41.76375609,CONSERVATION
51020,PASSED,VT1010,OPEN,PERMIT,small,-87.69324269,41.883565399999995,VENTILATION
6052,FAILED,NC2021,OPEN,COMPLAINT,small,-87.67442229,41.99425286,CONSERVATION
46603,FAILED,CN062024,OPEN,COMPLAINT,small,-87.53868409999998,41.72119246,CONSERVATION
70195,FAILED,EV1110,OPEN,PERMIT,small,-87.66066632,41.88736863,ELEVATOR
74605,FAILED,CN065034,OPEN,COMPLAINT,small,-87.56841987,41.77094121,CONSERVATION
82500,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.60571843,41.70297513,DEMOLITION
50916,FAILED,CN190019,OPEN,COMPLAINT,small,-87.6713521,41.82612757,CONSERVATION
39729,FAILED,CN061014,OPEN,PERIODIC,small,-87.55772725,41.76095779,CONSERVATION
2740,FAILED,CN070024,OPEN,COMPLAINT,small,-87.69349989,41.91136431,CONSERVATION
31694,FAILED,CN063014,OPEN,COMPLAINT,small,-87.65979513,41.95106405,CONSERVATION
45754,CLOSED,BR2080,OPEN,PERIODIC,small,-87.7028548,41.76066858,BOILER
39902,FAILED,CN198019,OPEN,COMPLAINT,small,-87.6305893,41.75946957,CONSERVATION
52670,FAILED,CN197019,OPEN,COMPLAINT,small,-87.72806817,41.88392876,SPECIAL TASK FORCE
36679,FAILED,CN061014,OPEN,COMPLAINT,small,-87.65066638,41.82350359,CONSERVATION
2565,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.67036767,41.77663313,DEMOLITION
6259,FAILED,CN190019,OPEN,COMPLAINT,small,-87.62649189,41.75706353,CONSERVATION
58548,FAILED,CN061014,OPEN,COMPLAINT,small,-87.77562541,41.79424263,CONSERVATION
76416,FAILED,CN198019,OPEN,COMPLAINT,small,-87.72454314,41.92991935,CONSERVATION
84473,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.56262484,41.74461587,DEMOLITION
8917,FAILED,CN071014,OPEN,COMPLAINT,small,-87.76134206,41.89568608,CONSERVATION
70685,FAILED,CN196029,OPEN,COMPLAINT,small,-87.64692189,41.93265068,CONSERVATION
22450,FAILED,CN190019,OPEN,COMPLAINT,small,-87.76966144,41.96786415,CONSERVATION
85336,FAILED,CN197087,OPEN,COMPLAINT,small,-87.72182268,41.83914346,CONSERVATION
3879,PASSED,PL169017,COMPLIED,COMPLAINT,small,-87.6484587,41.79377886,CONSERVATION
3664,FAILED,CN101015,OPEN,COMPLAINT,small,-87.56968438,41.76825385,CONSERVATION
67768,FAILED,CN196029,OPEN,COMPLAINT,small,-87.7557962,41.92422291,CONSERVATION
3671,FAILED,CN105035,OPEN,PERIODIC,small,-87.59821551,41.79116633,CONSERVATION
64157,FAILED,CN196029,OPEN,COMPLAINT,small,-87.60007003,41.74707938,CONSERVATION
56788,FAILED,CN196029,OPEN,COMPLAINT,small,-87.64729449,41.95862604,CONSERVATION
67658,FAILED,CN063014,OPEN,PERIODIC,small,-87.60984657,41.7849253,CONSERVATION
28605,FAILED,CN132046,OPEN,COMPLAINT,small,-87.88581954,41.98358295,CONSERVATION
74405,PASSED,EV1111,COMPLIED,PERMIT,small,-87.64753576,41.88256341,ELEVATOR
50288,FAILED,VT3020,OPEN,PERIODIC,small,-87.78510854,41.9174599,VENTILATION
57127,FAILED,CN190019,OPEN,COMPLAINT,small,-87.81290875,41.93532889,CONSERVATION
29399,FAILED,CN198019,OPEN,COMPLAINT,small,-87.68865306,41.99266420000001,CONSERVATION
28123,FAILED,EV1111,OPEN,PERIODIC,small,-87.83673604,41.97869736,ELEVATOR
35283,FAILED,CN190019,OPEN,COMPLAINT,small,-87.68149282,42.01840856,CONSERVATION
7864,FAILED,CN077014,OPEN,COMPLAINT,small,-87.76820349,41.90144727,CONSERVATION
12346,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.66725835,41.83426367,DEMOLITION
70412,FAILED,CN197019,OPEN,PERIODIC,small,-87.71219923,41.92287843,CONSERVATION
42572,FAILED,CN041063,OPEN,COMPLAINT,small,-87.57156368,41.72605667,CONSERVATION
51115,FAILED,CN065034,OPEN,PERIODIC,small,-87.76483217,41.88369098,CONSERVATION
76279,FAILED,CN067024,OPEN,COMPLAINT,small,-87.70736218,41.84564454,CONSERVATION
7106,FAILED,CN196029,OPEN,COMPLAINT,small,-87.68693806,41.76021957,CONSERVATION
41380,FAILED,CN190019,OPEN,COMPLAINT,small,-87.72078414,41.87717386,SPECIAL TASK FORCE
30853,FAILED,CN104015,OPEN,PERIODIC,small,-87.66553579,41.92171577,CONSERVATION
36239,FAILED,CN070014,OPEN,COMPLAINT,small,-87.67247182,41.77615357,SPECIAL TASK FORCE
79438,FAILED,NC2011,OPEN,COMPLAINT,small,-87.81889943,41.94008779,CONSERVATION
24404,FAILED,PL161027,OPEN,COMPLAINT,small,-87.59520073,41.81124489,SPECIAL TASK FORCE
70270,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.70563431,41.85999306,DEMOLITION
65538,FAILED,CN190019,OPEN,PERIODIC,small,-87.59481427,41.78158712,CONSERVATION
54960,FAILED,CN077014,OPEN,COMPLAINT,small,-87.67554494,41.79882174,CONSERVATION
16064,PASSED,EV1110,COMPLIED,PERIODIC,small,-87.64795868,41.88324647,ELEVATOR
2152,PASSED,EV1110,COMPLIED,PERMIT,small,-87.65816364,42.00094554,ELEVATOR
14233,FAILED,CN046013,OPEN,COMPLAINT,small,-87.64988336,41.75408763,CONSERVATION
17901,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.66770559,41.77792005,DEMOLITION
3205,FAILED,CN190019,OPEN,PERIODIC,small,-87.59948303,41.75306195,SPECIAL INSPECTION PROGRAM
41243,FAILED,EV1111,OPEN,PERIODIC,small,-87.66919167,41.7071977,ELEVATOR
70895,FAILED,EV1110,OPEN,PERMIT,small,-87.63606049,41.890648399999996,ELEVATOR
23573,FAILED,EL0085,OPEN,COMPLAINT,small,-87.68627269,41.86975976,SPECIAL TASK FORCE
41370,FAILED,CN065014,OPEN,COMPLAINT,small,-87.60136215,41.73786588,CONSERVATION
28882,FAILED,EV1110,OPEN,PERMIT,small,-87.72399261,41.88196929,ELEVATOR
78554,FAILED,CN140016,OPEN,COMPLAINT,small,-87.71671002,41.86376225,CONSERVATION
47082,FAILED,CN196029,OPEN,COMPLAINT,small,-87.73096759,41.85421317,SPECIAL TASK FORCE
41111,FAILED,EL0019,OPEN,COMPLAINT,small,-87.55394349,41.75073609,SPECIAL TASK FORCE
63547,FAILED,CN107015,OPEN,PERIODIC,small,-87.7269493,41.96787728,CONSERVATION
49980,FAILED,CN070024,OPEN,COMPLAINT,small,-87.66868431,41.759766299999995,CONSERVATION
83303,FAILED,CN104015,COMPLIED,COMPLAINT,small,-87.66962717,41.79532065,CONSERVATION
45732,FAILED,CN138056,OPEN,COMPLAINT,small,-87.72307591,41.795367299999995,CONSERVATION
84797,FAILED,CN107035,OPEN,PERIODIC,small,-87.59148091,41.79278379,CONSERVATION
38279,FAILED,EL0096,OPEN,COMPLAINT,small,-87.60630226,41.8178417,SIGNS
76105,FAILED,CN198019,OPEN,PERIODIC,small,-87.7067353,41.99635796,CONSERVATION
48410,FAILED,CN196029,OPEN,COMPLAINT,small,-87.55638148,41.75844414,CONSERVATION
59708,FAILED,CN067024,OPEN,COMPLAINT,small,-87.70807349,41.86011323,CONSERVATION
22516,FAILED,CN196029,OPEN,PERIODIC,small,-87.63874486,41.92025443,CONSERVATION
5464,FAILED,CN067014,OPEN,COMPLAINT,small,-87.76974389,41.88206351,CONSERVATION
38656,FAILED,CN194029,OPEN,PERIODIC,small,-87.68289306,41.93211805,VENTILATION
25205,FAILED,PL194029,OPEN,COMPLAINT,small,-87.60979057,41.78327638,SPECIAL TASK FORCE
76236,FAILED,PL171027,OPEN,COMPLAINT,small,-87.6512802,41.70673193,PLUMBING
44282,FAILED,CN131026,OPEN,COMPLAINT,small,-87.61457926,41.78444334,CONSERVATION
55924,FAILED,CN134016,OPEN,PERIODIC,small,-87.66168702,41.98970617,CONSERVATION
71664,PASSED,CN073054,COMPLIED,COMPLAINT,small,-87.59732119,41.71082595,CONSERVATION
3485,FAILED,CN190019,OPEN,COMPLAINT,small,-87.65049233,41.94921331,CONSERVATION
12756,FAILED,NC2011,OPEN,COMPLAINT,small,-87.61433981,41.78331374,CONSERVATION
31774,FAILED,CN063024,OPEN,COMPLAINT,small,-87.77228587,41.93952336,CONSERVATION
33502,FAILED,NC2011,OPEN,COMPLAINT,small,-87.64636283,41.78825082,CONSERVATION
33543,FAILED,CN070024,OPEN,PERIODIC,small,-87.61261238,41.78200367,CONSERVATION
25677,FAILED,PL234018,OPEN,COMPLAINT,small,-87.74782979,41.89487825,SPECIAL TASK FORCE
17521,FAILED,PL237052,OPEN,COMPLAINT,small,-87.56589644,41.73866104,CONSERVATION
17926,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.71383864,41.89887138,DEMOLITION
3629,FAILED,EV1110,OPEN,PERIODIC,small,-87.64044977,41.94021289,ELEVATOR
24488,FAILED,CN101015,OPEN,COMPLAINT,small,-87.62037672,41.67848432,CONSERVATION
64602,FAILED,CN104015,OPEN,COMPLAINT,small,-87.61409275,41.76102445,CONSERVATION
64350,FAILED,CN101025,OPEN,PERIODIC,small,-87.6580336,41.97894689,CONSERVATION
51017,FAILED,VT1010,OPEN,PERMIT,small,-87.6400253,41.91342225,VENTILATION
52423,FAILED,NC2011,OPEN,COMPLAINT,small,-87.53180503,41.69758604,NEW CONSTRUCTION
61930,FAILED,CN065014,OPEN,COMPLAINT,small,-87.6016708,41.77489493,CONSERVATION
58370,FAILED,VT1010,OPEN,PERMIT,small,-87.73441145,41.97053529,VENTILATION
72821,PASSED,BR2080,COMPLIED,PERIODIC,small,-87.69136881,41.96434835,BOILER
64590,FAILED,CN104015,OPEN,COMPLAINT,small,-87.60081503,41.76489356,CONSERVATION
2348,FAILED,CN065034,OPEN,COMPLAINT,small,-87.70646467,41.94712981,CONSERVATION
56158,FAILED,EV1111,OPEN,PERMIT,small,-87.62787608,41.88071514,ELEVATOR
70285,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.6023282,41.7395005,DEMOLITION
74886,FAILED,NC2071,OPEN,COMPLAINT,small,-87.73601538,41.93411835,CONSERVATION
56769,FAILED,CN065014,OPEN,COMPLAINT,small,-87.71593258,41.94095149,CONSERVATION
72817,PASSED,VT1010,OPEN,PERMIT,small,-87.71823146,41.84149823,VENTILATION
23445,FAILED,NC2021,OPEN,COMPLAINT,small,-87.59320506,41.76343992,NEW CONSTRUCTION
77624,FAILED,CN070014,OPEN,COMPLAINT,small,-87.64388943,41.69703104,CONSERVATION
49970,FAILED,CN136026,OPEN,COMPLAINT,small,-87.61456112,41.74315626,CONSERVATION
54988,FAILED,EL0091,OPEN,COMPLAINT,small,-87.75339546,41.91898295,ELECTRICAL
40529,FAILED,CN063014,OPEN,COMPLAINT,small,-87.62681059999998,41.70245759,CONSERVATION
29528,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.60825539,41.72666931,DEMOLITION
79801,PASSED,CN065034,COMPLIED,COMPLAINT,small,-87.68469987,41.77870058,CONSERVATION
70551,FAILED,VT1010,OPEN,COMPLAINT,small,-87.73132363,41.96190031,VENTILATION
47378,FAILED,EL0090,OPEN,COMPLAINT,small,-87.56364432,41.75076668,ELECTRICAL
78368,FAILED,CN190019,OPEN,COMPLAINT,small,-87.84413156,41.97433686,CONSERVATION
40510,FAILED,CN041063,OPEN,COMPLAINT,small,-87.62877247,41.68624384,CONSERVATION
13122,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.66814468,41.68367492,DEMOLITION
18814,FAILED,CN196029,OPEN,PERIODIC,small,-87.64173836,41.93045255,CONSERVATION
33133,FAILED,EV1110,OPEN,PERMIT,small,-87.65145591,41.83078808,ELEVATOR
34999,FAILED,CN070014,OPEN,COMPLAINT,small,-87.66977892,41.80078791,CONSERVATION
39935,FAILED,NC2022,OPEN,COMPLAINT,small,-87.80668705,41.99385972,NEW CONSTRUCTION
64998,FAILED,CN196029,OPEN,COMPLAINT,small,-87.7531804,41.87588589,CONSERVATION
19280,FAILED,CN197019,OPEN,COMPLAINT,small,-87.57915459,41.76313949,CONSERVATION
74894,FAILED,CN070024,OPEN,COMPLAINT,small,-87.73200481,41.97277281,CONSERVATION
49574,CLOSED,BR1001,OPEN,PERIODIC,small,-87.64844081,41.92037083,BOILER
34383,FAILED,CN138106,OPEN,COMPLAINT,small,-87.70256055,41.84864435,CONSERVATION
6620,FAILED,CN067014,OPEN,COMPLAINT,small,-87.65333449,41.74102382,CONSERVATION
17613,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.73795199,41.87092845,DEMOLITION
18647,FAILED,NC1010,OPEN,COMPLAINT,small,-87.7113755,41.88080462,SPECIAL TASK FORCE
13567,FAILED,EL0084,OPEN,COMPLAINT,small,-87.77292377,41.77946722,CONSERVATION
66472,FAILED,CN073044,OPEN,COMPLAINT,small,-87.68340861,41.76540995,CONSERVATION
69398,FAILED,CN140016,OPEN,COMPLAINT,small,-87.64820283,41.76525511,CONSERVATION
8067,CLOSED,CN193019,COMPLIED,COMPLAINT,small,-87.6475561,41.787268,DEMOLITION
5641,FAILED,EV1110,COMPLIED,PERMIT,small,-87.6660179,41.90234745,ELEVATOR
50541,FAILED,NC2011,OPEN,COMPLAINT,small,-87.7238748,41.89828157,SPECIAL TASK FORCE
10392,PASSED,VT1010,OPEN,PERMIT,small,-87.73258526,41.86369469,VENTILATION
35594,FAILED,CN015062,OPEN,COMPLAINT,small,-87.71025915,41.89194538,SPECIAL TASK FORCE
3096,FAILED,CN065014,OPEN,COMPLAINT,small,-87.74838788,41.97086759,CONSERVATION
61668,FAILED,RF302091,OPEN,PERIODIC,small,-87.75302478,41.90216833,REFRIGERATION
51513,FAILED,VT3012,OPEN,COMPLAINT,small,-87.6467673,41.75655097,VENTILATION
2253,CLOSED,CN193039,COMPLIED,COMPLAINT,small,-87.63331417,41.67725289,DEMOLITION
50512,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.67718023,41.76214657,DEMOLITION
56261,PASSED,EV1110,COMPLIED,PERMIT,small,-87.73837902,41.79928776,ELEVATOR
22938,FAILED,CN012022,OPEN,PERIODIC,small,-87.65715348,41.8769812,SPECIAL INSPECTION PROGRAM
61585,FAILED,CN101015,OPEN,COMPLAINT,small,-87.65389179,41.79745083,SPECIAL TASK FORCE
27454,FAILED,CN197087,OPEN,COMPLAINT,small,-87.66612285,41.9824825,SPECIAL TASK FORCE
31550,FAILED,CN074014,OPEN,COMPLAINT,small,-87.66251393,41.80211695,CONSERVATION
24554,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.53784185,41.71169724,DEMOLITION
58228,FAILED,CN197079,OPEN,PERIODIC,small,-87.72131264,41.86430134,CONSERVATION
40711,PASSED,CN196029,COMPLIED,COMPLAINT,small,-87.78059493,41.91972225,CONSERVATION
74560,FAILED,CN196019,OPEN,PERIODIC,small,-87.55569297,41.7539636,CONSERVATION
25522,FAILED,CN039013,OPEN,PERIODIC,small,-87.62703564,41.88793874,SPECIAL INSPECTION PROGRAM
1798,FAILED,CN190019,OPEN,PERIODIC,small,-87.61954398,41.80173412,SPECIAL INSPECTION PROGRAM
32993,FAILED,CN190019,OPEN,COMPLAINT,small,-87.67233572,41.80588653,CONSERVATION
82614,FAILED,CN070024,OPEN,COMPLAINT,small,-87.61280779,41.68425235,CONSERVATION
48945,FAILED,CN061014,OPEN,COMPLAINT,small,-87.61232622,41.73185943,CONSERVATION
3231,FAILED,CN196029,OPEN,COMPLAINT,small,-87.61890982,41.71238467,SPECIAL TASK FORCE
73051,PASSED,EL0023,COMPLIED,COMPLAINT,small,-87.69634814,41.8777515,ELECTRICAL
20412,FAILED,CN197019,OPEN,COMPLAINT,small,-87.72607106,41.86024937,SPECIAL TASK FORCE
1671,FAILED,CN190019,OPEN,COMPLAINT,small,-87.64125965,41.92320035,CONSERVATION
10473,FAILED,CN073014,OPEN,COMPLAINT,small,-87.67100406,41.81256211,CONSERVATION
74168,FAILED,CN070024,OPEN,COMPLAINT,small,-87.60774725,41.74903922,CONSERVATION
51091,FAILED,CN067014,OPEN,COMPLAINT,small,-87.69321813,41.778102399999995,CONSERVATION
937,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.63300248,41.80056628,DEMOLITION
10993,FAILED,CN061014,OPEN,COMPLAINT,small,-87.69714629,42.00103701,CONSERVATION
57201,FAILED,CN066024,OPEN,COMPLAINT,small,-87.66320372,41.85864011,CONSERVATION
8749,FAILED,CN063024,OPEN,COMPLAINT,small,-87.67955939,41.852227299999996,CONSERVATION
53582,FAILED,CN039013,OPEN,PERIODIC,small,-87.62778183,41.8852378,SPECIAL INSPECTION PROGRAM
77873,FAILED,EL0085,OPEN,PERMIT,small,-87.62734618,41.87050208,ELECTRICAL
51209,FAILED,CN192019,OPEN,COMPLAINT,small,-87.70642278,41.88623431,CONSERVATION
16868,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.57353555,41.75819722,DEMOLITION
3637,FAILED,IR0055,OPEN,COMPLAINT,small,-87.66412824,41.96623499,IRON
22084,FAILED,CN190019,OPEN,COMPLAINT,small,-87.61248136,41.74501676,CONSERVATION
40000,FAILED,CN104015,OPEN,COMPLAINT,small,-87.66785009,41.78520282,CONSERVATION
32977,PASSED,CN190019,COMPLIED,COMPLAINT,small,-87.77192209999998,41.89829121,SPECIAL TASK FORCE
